airline_name,country,region,avg_entry_year,modern_count_2015,modern_count_2010,diversity_score,fleet_size,pct_modern_2015,pct_modern_2010,modernity_index
Freight Runners Express,Porto Rico,North America,1970.6666666666667,0,0,3,15,0.0,0.0,0.0
French bee,France,Europe,2014.0,2,6,2,6,33.33333333333333,100.0,0.3333333333333332
Frontier Airlines,Porto Rico,North America,2011.9050632911392,55,137,3,158,34.810126582278485,86.70886075949366,0.3481012658227848
Fuji Dream Airlines,Japon,Asia,2002.8125,0,0,2,16,0.0,0.0,0.0
Fuzhou Airlines,Taïwan,Asia,1999.375,2,2,2,16,12.5,12.5,0.125
GOL Linhas Aereas,Brésil,South America,2002.784,57,57,3,125,45.6,45.6,0.456
GTA Air,Porto Rico,North America,1951.6666666666667,0,0,2,9,0.0,0.0,0.0
GX Airlines,Taïwan,Asia,2009.0,0,6,2,12,0.0,50.0,0.0
Gama Aviation,Territoire britannique de l'océan Indien,Asia,1990.5,0,0,7,8,0.0,0.0,0.0
Garuda Indonesia,Timor oriental,Asia,1999.1333333333332,5,5,4,60,8.333333333333332,8.333333333333332,0.0833333333333333
Gazpromavia,Russie,Europe,1993.548387096774,3,6,9,31,9.67741935483871,19.35483870967742,0.0967741935483871
Georgian Airlines,Géorgie,Asia,1990.4,0,0,2,5,0.0,0.0,0.0
Georgian Airways,Géorgie,Asia,1986.5,0,0,6,10,0.0,0.0,0.0
German Airways,Allemagne,Europe,2002.555555555556,0,0,2,9,0.0,0.0,0.0
Germany - Air Ambulance,Allemagne,Europe,1995.6470588235293,0,0,3,68,0.0,0.0,0.0
Germany - Army,Allemagne,Europe,1994.0,0,0,1,8,0.0,0.0,0.0
Germany - DLR Flugbetriebe,Allemagne,Europe,1989.2857142857144,0,0,6,7,0.0,0.0,0.0
Gesellschaft Fur Flugzieldarstellung,Allemagne,Europe,1973.0,0,0,1,15,0.0,0.0,0.0
Gestair,Espagne,Europe,1998.1538461538464,0,1,8,13,0.0,7.6923076923076925,0.0
Getjet Airlines,Lituanie,Europe,1996.4285714285716,0,0,2,7,0.0,0.0,0.0
Global Aviation,Burkina Faso,Africa,1987.857142857143,0,0,3,7,0.0,0.0,0.0
Global Jet Luxembourg,Luxembourg,Europe,2002.9,3,3,6,10,30.0,30.0,0.3
GlobalX,Porto Rico,North America,1993.0,0,0,1,6,0.0,0.0,0.0
GlobeAir,Autriche,Europe,2005.0,0,0,1,20,0.0,0.0,0.0
Grand Canyon Airlines,Porto Rico,North America,1970.1,0,0,2,10,0.0,0.0,0.0
Grant Aviation,Porto Rico,North America,1967.090909090909,0,0,3,11,0.0,0.0,0.0
Greater Bay Airlines,Hong Kong,Asia,1997.0,0,0,1,7,0.0,0.0,0.0
Greece - Air Force,Guernesey,Europe,1993.888888888889,0,0,4,9,0.0,0.0,0.0
Gulf Air,Bahreïn,Asia,2011.76,14,21,3,25,56.00000000000001,84.0,0.56
Gulfstream Aerospace,Porto Rico,North America,2007.6570247933885,71,71,4,242,29.338842975206614,29.338842975206614,0.2933884297520661
Gum Air,Suriname,South America,1980.75,0,0,4,8,0.0,0.0,0.0
Guna Airlines,Népal,Asia,1988.4285714285716,0,0,2,7,0.0,0.0,0.0
HK express,Hong Kong,Asia,2006.8857142857144,12,22,3,35,34.285714285714285,62.85714285714285,0.3428571428571428
HTM Helicopter Travel Munich,Allemagne,Europe,1996.4,0,0,3,15,0.0,0.0,0.0
Hainan Airlines,Taïwan,Asia,1999.6036585365853,19,27,5,164,11.585365853658535,16.463414634146343,0.1158536585365853
Hanseo University Flight Education Center,Corée du Sud,Asia,1955.0,0,0,1,8,0.0,0.0,0.0
Hawaiian Airlines,Porto Rico,North America,1998.983606557377,18,18,3,61,29.508196721311474,29.508196721311474,0.2950819672131147
Hebei Airlines,Taïwan,Asia,1997.0,0,0,1,28,0.0,0.0,0.0
Heli Holland,Pays-Bas,Europe,1997.0,0,0,4,9,0.0,0.0,0.0
Heli Service International,Allemagne,Europe,2006.5,0,5,2,10,0.0,50.0,0.0
Heli-Team,Svalbard et ile Jan Mayen,Europe,1971.0,0,0,2,6,0.0,0.0,0.0
HeliDubai,Émirats arabes unis,Asia,1974.0,0,0,1,5,0.0,0.0,0.0
Helicol,Colombie,South America,1981.0,0,0,2,6,0.0,0.0,0.0
Helijet International,Canada,North America,1977.9285714285716,0,0,3,14,0.0,0.0,0.0
Heliservicio,Mexique,North America,1981.4444444444443,0,0,2,9,0.0,0.0,0.0
Helistar,Colombie,South America,1987.5454545454545,0,0,8,22,0.0,0.0,0.0
Helitrans,Svalbard et ile Jan Mayen,Europe,1975.88,0,0,5,25,0.0,0.0,0.0
HelloJets,Roumanie,Europe,1991.0,0,0,2,5,0.0,0.0,0.0
Helvetic Airways,Suisse,Europe,2004.0,0,0,1,6,0.0,0.0,0.0
Hera Flight,Porto Rico,North America,1991.1818181818185,0,0,4,11,0.0,0.0,0.0
Heron Aviation,Espagne,Europe,1997.2,0,0,3,5,0.0,0.0,0.0
Hi Fly,Malte,Europe,1988.6,0,0,2,10,0.0,0.0,0.0
Hinterland Aviation,Îles Cocos,Oceania,1982.0,0,0,1,13,0.0,0.0,0.0
Hong Kong Air Cargo,Hong Kong,Asia,1987.0,0,0,1,5,0.0,0.0,0.0
Hoper,Grèce,Europe,2000.2,0,0,2,5,0.0,0.0,0.0
HÃ©li-Union,France,Europe,1992.3333333333333,0,0,2,6,0.0,0.0,0.0
IASCO Flight Training,Porto Rico,North America,1955.0,0,0,1,24,0.0,0.0,0.0
IBC Airways,Porto Rico,North America,1985.4666666666667,0,0,3,15,0.0,0.0,0.0
IFA - Instituto de Formacao Aeronautica,Portugal,Europe,1955.0,0,0,1,5,0.0,0.0,0.0
IFL Group,Porto Rico,North America,1993.6,0,0,3,10,0.0,0.0,0.0
ITA Airways,Irlande,Europe,2009.9722222222224,31,56,7,72,43.05555555555556,77.77777777777779,0.4305555555555556
Iberia,Espagne,Europe,2003.8311688311687,4,44,7,77,5.194805194805195,57.14285714285714,0.0519480519480519
Iberia Express,Espagne,Europe,2016.0,12,12,1,12,100.0,100.0,1.0
Ibex Airlines,Japon,Asia,1999.0,0,0,1,9,0.0,0.0,0.0
Ibom Air,Nigeria,Africa,2005.0,2,2,2,7,28.57142857142857,28.57142857142857,0.2857142857142857
Icelandair,Islande,Europe,2002.2777777777776,21,21,4,36,58.333333333333336,58.333333333333336,0.5833333333333334
Ikar,Russie,Europe,2000.5,0,0,3,8,0.0,0.0,0.0
IndiGo,Inde,Asia,2014.5993975903611,142,327,4,332,42.77108433734939,98.49397590361446,0.4277108433734939
India - Air Force,Taïwan,Asia,1979.9761904761904,0,0,5,42,0.0,0.0,0.0
Indiana State University Flight Academy,Porto Rico,North America,1993.692307692308,0,0,3,13,0.0,0.0,0.0
InterCaribbean Airways,Îles Turques-et-Caïques,North America,1986.5333333333333,0,0,7,15,0.0,0.0,0.0
International Jet Management,Autriche,Europe,2006.1666666666667,0,1,6,6,0.0,16.666666666666664,0.0
IrAero,Russie,Europe,2004.6666666666667,0,0,3,9,0.0,0.0,0.0
Iran Air,Iran,Asia,1990.357142857143,0,0,5,14,0.0,0.0,0.0
Iran Airtour,Iran,Asia,1988.3636363636365,0,0,3,11,0.0,0.0,0.0
Iran Aseman Airlines,Iran,Asia,1986.5,0,0,2,10,0.0,0.0,0.0
Iraq Gate Company,Irak,Asia,1991.4,0,0,3,5,0.0,0.0,0.0
Iraqi Airways,Irak,Asia,2005.1666666666667,11,11,7,24,45.83333333333333,45.83333333333333,0.4583333333333332
Italfly,Italie,Europe,1995.0,0,0,6,8,0.0,0.0,0.0
Italy - Air Force,Île de Man,Europe,1990.123287671233,0,0,13,146,0.0,0.0,0.0
Italy - Army,Île de Man,Europe,1989.4375,0,6,4,32,0.0,18.75,0.0
Italy - Coast Guard,Île de Man,Europe,2001.0,0,0,1,16,0.0,0.0,0.0
Italy - Navy,Île de Man,Europe,1994.4545454545453,0,0,4,33,0.0,0.0,0.0
Izhavia,Russie,Europe,1981.2857142857144,0,0,2,7,0.0,0.0,0.0
JDL Airlines,Taïwan,Asia,1997.0,0,0,1,10,0.0,0.0,0.0
JSX,Porto Rico,North America,1995.0,0,0,1,57,0.0,0.0,0.0
Japan Airlines,Japon,Asia,1998.9056603773583,9,25,5,106,8.49056603773585,23.58490566037736,0.0849056603773585
Japan Transocean Air,Japon,Asia,1997.0,0,0,1,14,0.0,0.0,0.0
Jazeera Airways,Koweït,Asia,2014.0,0,11,1,11,0.0,100.0,0.0
Jeju Air,Corée du Sud,Asia,1999.2093023255811,5,5,2,43,11.627906976744184,11.627906976744184,0.1162790697674418
Jet Edge,Porto Rico,North America,1995.2,1,1,3,5,20.0,20.0,0.2
Jet Linx Aviation,Porto Rico,North America,1994.392405063291,0,2,15,79,0.0,2.5316455696202533,0.0
Jet Logistics,Porto Rico,North America,1981.6,0,0,3,5,0.0,0.0,0.0
Jet2,Territoire britannique de l'océan Indien,Asia,1998.5343511450385,18,18,5,131,13.740458015267176,13.740458015267176,0.1374045801526717
JetBlue,Porto Rico,North America,2005.7469879518076,86,86,4,166,51.80722891566265,51.80722891566265,0.5180722891566265
JetNetherlands,Belgique,Europe,2003.857142857143,0,1,6,7,0.0,14.285714285714285,0.0
JetRight,Porto Rico,North America,1996.4,0,0,2,5,0.0,0.0,0.0
JetSMART,Chili,South America,2014.578947368421,11,38,2,38,28.947368421052637,100.0,0.2894736842105263
JetStream,Hongrie,Europe,1980.888888888889,0,0,2,9,0.0,0.0,0.0
Jetfly Aviation,Luxembourg,Europe,1997.0,0,0,2,40,0.0,0.0,0.0
Jetica,Russie,Europe,1990.857142857143,0,0,3,7,0.0,0.0,0.0
Jetstar,Îles Cocos,Oceania,2011.6470588235293,23,28,3,34,67.64705882352942,82.35294117647058,0.6764705882352942
Jettime,Îles Féroé,Europe,1994.857142857143,0,0,2,14,0.0,0.0,0.0
Jiangxi Air,Taïwan,Asia,1997.0,0,0,1,13,0.0,0.0,0.0
Jiangxi Express Aviation,Taïwan,Asia,1991.0,0,0,1,11,0.0,0.0,0.0
Jin Air,Corée du Sud,Asia,1999.967741935484,5,5,4,31,16.129032258064516,16.129032258064516,0.1612903225806451
Jordan - Air Force,Jordanie,Asia,2001.8333333333333,0,0,2,6,0.0,0.0,0.0
Jordan Aviation,Jordanie,Asia,1981.6,0,0,2,5,0.0,0.0,0.0
Journey Aviation,Porto Rico,North America,1981.8333333333333,0,0,3,6,0.0,0.0,0.0
Juneyao Air,Taïwan,Asia,2005.4444444444443,14,36,3,63,22.22222222222222,57.14285714285714,0.2222222222222222
KLM,Pays-Bas,Europe,2000.3223684210527,21,21,13,152,13.815789473684212,13.815789473684212,0.1381578947368421
KM Malta Airlines,Malte,Europe,2014.0,0,8,1,8,0.0,100.0,0.0
KN Helicopters,Îles Féroé,Europe,2001.2222222222224,0,0,3,9,0.0,0.0,0.0
Kalitta Air,Porto Rico,North America,1991.5806451612905,0,0,3,31,0.0,0.0,0.0
Kalitta Charters,Porto Rico,North America,1988.0,0,0,3,26,0.0,0.0,0.0
Kalitta Charters II,Porto Rico,North America,1979.142857142857,0,0,2,7,0.0,0.0,0.0
Kam Air,Afghanistan,Asia,1987.0,0,0,3,11,0.0,0.0,0.0
Kamaka Air,Porto Rico,North America,1975.888888888889,0,0,4,9,0.0,0.0,0.0
Kansas State University Aviation,Porto Rico,North America,1963.4166666666667,0,0,3,24,0.0,0.0,0.0
Karun Airlines,Iran,Asia,1985.1538461538464,0,0,3,13,0.0,0.0,0.0
Kenmore Air,Porto Rico,North America,1955.421052631579,0,0,4,19,0.0,0.0,0.0
Kenn Borek Air,Canada,North America,1957.3870967741937,0,0,3,31,0.0,0.0,0.0
Kent State University College of Aeronautics,Porto Rico,North America,1955.090909090909,0,0,2,22,0.0,0.0,0.0
Kenya Airways,Kenya,Africa,1999.5,0,0,3,26,0.0,0.0,0.0
Key Lime Air,Porto Rico,North America,1975.9411764705883,0,0,4,17,0.0,0.0,0.0
Kish Air,Iran,Asia,1983.8181818181815,0,0,4,11,0.0,0.0,0.0
KlasJet,Lituanie,Europe,1992.692307692308,0,0,4,13,0.0,0.0,0.0
Korea Aerospace University,Corée du Sud,Asia,1957.4736842105265,0,0,2,19,0.0,0.0,0.0
Korea Aviation College,Corée du Sud,Asia,1955.0,0,0,1,7,0.0,0.0,0.0
Korea National University of Transportation,Corée du Sud,Asia,1995.0,0,0,1,5,0.0,0.0,0.0
Korean Air,Corée du Sud,Asia,2005.206611570248,42,56,14,121,34.710743801652896,46.28099173553719,0.3471074380165289
Krasavia,Russie,Europe,1973.2307692307693,0,0,3,13,0.0,0.0,0.0
Kunming Airlines,Taïwan,Asia,1989.516129032258,2,2,3,31,6.451612903225806,6.451612903225806,0.064516129032258
Kuwait Airways,Koweït,Asia,2009.695652173913,4,13,4,23,17.391304347826086,56.52173913043478,0.1739130434782608
L.J. Aviation,Porto Rico,North America,1999.0,0,1,3,5,0.0,20.0,0.0
L3Harris Airline Academy,Porto Rico,North America,1979.2028985507247,0,0,4,69,0.0,0.0,0.0
LATAM Airlines,Chili,South America,2000.6962025316457,15,51,6,158,9.49367088607595,32.278481012658226,0.0949367088607595
LATAM Cargo,Chili,South America,1986.0,0,0,1,19,0.0,0.0,0.0
LIFT Academy,Porto Rico,North America,1997.5375,0,0,3,80,0.0,0.0,0.0
LOT,Pologne,Europe,2007.02,18,18,5,50,36.0,36.0,0.36
Labcorp,Porto Rico,North America,1991.0,0,0,1,13,0.0,0.0,0.0
Laser Airlines,Venezuela,South America,1982.2,0,0,2,5,0.0,0.0,0.0
LeTourneau University Aviation,Porto Rico,North America,1981.578947368421,0,0,4,19,0.0,0.0,0.0
Legends Airways,Porto Rico,North America,1983.0,0,0,1,7,0.0,0.0,0.0
Level,Espagne,Europe,1987.0,0,0,1,7,0.0,0.0,0.0
LifeFlight Australia,Îles Cocos,Oceania,1993.8125,0,0,3,16,0.0,0.0,0.0
Lion Air,Timor oriental,Asia,2000.8783783783783,7,7,3,74,9.45945945945946,9.45945945945946,0.0945945945945946
Loganair,Territoire britannique de l'océan Indien,Asia,1986.0,0,0,4,22,0.0,0.0,0.0
Loong Air,Taïwan,Asia,2013.468085106383,12,45,4,47,25.53191489361702,95.74468085106383,0.2553191489361702
Lucky Air,Taïwan,Asia,1994.547619047619,5,11,5,42,11.904761904761903,26.190476190476197,0.119047619047619
Lufthansa,Allemagne,Europe,2002.255319148936,17,98,9,235,7.234042553191489,41.70212765957447,0.0723404255319148
Lufthansa Cargo,Allemagne,Europe,1990.75,0,0,2,16,0.0,0.0,0.0
Lufthansa City,Allemagne,Europe,2007.090909090909,0,7,2,11,0.0,63.63636363636363,0.0
Lufttransport,Svalbard et ile Jan Mayen,Europe,1996.0,0,1,3,6,0.0,16.666666666666664,0.0
Lunds University School of Aviation,Suède,Europe,1992.0,0,0,3,9,0.0,0.0,0.0
Luxair,Luxembourg,Europe,1988.8,2,2,3,10,20.0,20.0,0.2
Luxaviation,Afrique du Sud,Africa,2000.6785714285716,2,4,13,28,7.142857142857142,14.285714285714285,0.0714285714285714
Luxembourg Air Ambulance,Luxembourg,Europe,1995.0,0,0,1,5,0.0,0.0,0.0
Luxwing,Malte,Europe,2003.1818181818185,0,0,6,11,0.0,0.0,0.0
Lynden Air Cargo,Porto Rico,North America,1954.0,0,0,1,13,0.0,0.0,0.0
MASwings,Malaisie,Asia,1965.0,0,0,1,6,0.0,0.0,0.0
MEA,Liban,Asia,2008.0666666666664,10,11,3,15,66.66666666666666,73.33333333333333,0.6666666666666665
MJets Air,Malaisie,Asia,1997.0,0,0,1,5,0.0,0.0,0.0
MNG Airlines,Turquie,Europe,1992.0,0,0,3,8,0.0,0.0,0.0
Mack Air,Botswana,Africa,1982.0,0,0,1,21,0.0,0.0,0.0
Maersk Air Cargo,Territoire britannique de l'océan Indien,Asia,1982.7272727272727,0,0,3,22,0.0,0.0,0.0
Magnicharters,Mexique,North America,1984.0,0,0,1,6,0.0,0.0,0.0
Mahan Air,Iran,Asia,1988.1379310344828,0,0,10,29,0.0,0.0,0.0
Makers Air,Porto Rico,North America,1982.0,0,0,1,8,0.0,0.0,0.0
Malaysia - Air Force,Île de Man,Europe,1993.5384615384612,0,0,5,13,0.0,0.0,0.0
Malaysia Airlines,Malaisie,Asia,2001.6575342465756,16,23,5,73,21.91780821917808,31.506849315068493,0.2191780821917808
Maldivian,Maldives,Asia,1966.8333333333333,0,0,2,12,0.0,0.0,0.0
Malta Air,Malte,Europe,2016.0,6,6,1,6,100.0,100.0,1.0
Manta Air,Afrique du Sud,Africa,1965.85,0,0,2,20,0.0,0.0,0.0
Marabu,Estonie,Europe,2014.0,0,8,1,8,0.0,100.0,0.0
Marshall University Aviation,Porto Rico,North America,1993.090909090909,0,0,2,11,0.0,0.0,0.0
Martinaire,Porto Rico,North America,1982.0,0,0,1,25,0.0,0.0,0.0
Massey University School of Aviation,Nouvelle-Zélande,Oceania,1997.7142857142856,0,0,2,14,0.0,0.0,0.0
Mauritania Airlines,Mauritanie,Africa,1997.2,1,1,4,5,20.0,20.0,0.2
Mavi GÃ¶k Airlines,Turquie,Europe,1996.3076923076924,0,0,4,13,0.0,0.0,0.0
Max Air,Nigeria,Africa,1989.0,0,0,5,6,0.0,0.0,0.0
Maxair,Porto Rico,North America,2007.8333333333333,0,0,2,6,0.0,0.0,0.0
Maya Island Air,Belize,North America,1982.0,0,0,1,6,0.0,0.0,0.0
Med-Trans,Porto Rico,North America,1991.4615384615383,0,0,3,13,0.0,0.0,0.0
Memorial Hermann Life Flight,Porto Rico,North America,1999.0,0,0,1,8,0.0,0.0,0.0
Meraj Airlines,Iran,Asia,1994.0,0,0,3,5,0.0,0.0,0.0
Mesa Airlines,Porto Rico,North America,2001.0,0,0,1,6,0.0,0.0,0.0
Mexicana,Mexique,North America,1995.857142857143,0,0,2,7,0.0,0.0,0.0
Mexico - Air Force,Mexique,North America,1994.2,0,0,13,75,0.0,0.0,0.0
Middle Georgia State University School of Aviation,Porto Rico,North America,1990.8333333333333,0,0,4,6,0.0,0.0,0.0
Middle Tennessee State University Aerospace,Porto Rico,North America,1994.658536585366,0,0,4,41,0.0,0.0,0.0
Midwest Aviation Division,Porto Rico,North America,1972.6,0,0,3,5,0.0,0.0,0.0
Motor Sich Airlines,Ukraine,Europe,1960.4285714285716,0,0,3,7,0.0,0.0,0.0
Mountain Aviation,Porto Rico,North America,1991.0,0,0,2,8,0.0,0.0,0.0
Mountain Flyers,Suisse,Europe,1990.7777777777776,0,3,5,9,0.0,33.33333333333333,0.0
My Freighter,Ouzbékistan,Asia,1985.555555555556,0,0,2,9,0.0,0.0,0.0
My Indo Airlines,Timor oriental,Asia,1986.1666666666667,0,0,2,6,0.0,0.0,0.0
Myanmar Airways International,Birmanie,Asia,1997.571428571429,0,0,2,7,0.0,0.0,0.0
NATO,Luxembourg,Europe,1972.0,0,0,1,12,0.0,0.0,0.0
NHC Northern Helicopter,Allemagne,Europe,1997.8,0,0,2,10,0.0,0.0,0.0
Nam Air,Timor oriental,Asia,1989.0,0,0,1,11,0.0,0.0,0.0
Nanshan Flying,Taïwan,Asia,1955.0,0,0,1,8,0.0,0.0,0.0
National Airways Corporation,Afrique du Sud,Africa,1990.7142857142856,0,1,4,7,0.0,14.285714285714285,0.0
National Jet Express,Îles Cocos,Oceania,2002.2222222222224,0,0,2,9,0.0,0.0,0.0
Nauru Airlines,Îles Cocos,Oceania,1985.2857142857144,0,0,3,7,0.0,0.0,0.0
Neos,Irlande,Europe,2009.6666666666667,8,8,2,12,66.66666666666666,66.66666666666666,0.6666666666666665
NetJets,Portugal,Europe,2009.2143950995403,94,338,9,653,14.39509954058193,51.76110260336907,0.1439509954058193
Netherlands - Coast Guard,Aruba,North America,1987.4,0,1,3,5,0.0,20.0,0.0
Netherlands - Navy,Porto Rico,North America,1995.0,0,0,1,8,0.0,0.0,0.0
Netherlands - Royal Air Force,Territoire britannique de l'océan Indien,Asia,1970.34375,0,0,4,32,0.0,0.0,0.0
New Zealand - Royal New Zealand Air Force,Porto Rico,North America,1990.0833333333333,0,0,7,36,0.0,0.0,0.0
Nigeria - Air Force,Porto Rico,North America,1980.0,0,0,5,7,0.0,0.0,0.0
Nippon Cargo Airlines,Japon,Asia,2010.0,0,8,1,8,0.0,100.0,0.0
Nok Air,Thaïlande,Asia,1997.0,0,0,1,11,0.0,0.0,0.0
Noordzee Helikopters Vlaanderen,Territoire britannique de l'océan Indien,Asia,2005.4736842105265,0,3,5,19,0.0,15.789473684210526,0.0
NordStar,Russie,Europe,1995.555555555556,0,0,2,9,0.0,0.0,0.0
Nordwind Airlines,Russie,Europe,1997.1666666666667,2,2,6,24,8.333333333333332,8.333333333333332,0.0833333333333333
Norsk Luftambulanse,Svalbard et ile Jan Mayen,Europe,1996.8461538461536,0,0,3,26,0.0,0.0,0.0
Nortavia,Portugal,Europe,1957.2222222222224,0,0,2,9,0.0,0.0,0.0
North Cariboo Air,Canada,North America,1981.142857142857,0,0,3,7,0.0,0.0,0.0
North Flying,Îles Féroé,Europe,1974.0,0,0,2,8,0.0,0.0,0.0
North-West Air Company,Russie,Europe,2001.7692307692307,2,3,5,13,15.384615384615383,23.07692307692308,0.1538461538461538
North-Wright Airways,Canada,North America,1975.0666666666664,0,0,7,15,0.0,0.0,0.0
Northern Air Cargo,Porto Rico,North America,1988.2,0,0,2,5,0.0,0.0,0.0
Northern Jet Management,Porto Rico,North America,1996.4444444444443,0,0,6,9,0.0,0.0,0.0
Northway Aviation,Canada,North America,1985.0,0,0,2,9,0.0,0.0,0.0
Norwegian,Svalbard et ile Jan Mayen,Europe,2002.8461538461536,28,28,2,91,30.76923076923077,30.76923076923077,0.3076923076923077
OK Aviation,République tchèque,Europe,1994.4444444444443,0,0,3,9,0.0,0.0,0.0
OSM Aviation Academy,Svalbard et ile Jan Mayen,Europe,1961.7142857142856,0,0,2,14,0.0,0.0,0.0
Offshore Helicopter Services,Territoire britannique de l'océan Indien,Asia,2002.555555555556,0,0,3,27,0.0,0.0,0.0
Ohio State University Aviation,Porto Rico,North America,1955.190476190476,0,0,2,21,0.0,0.0,0.0
Okay Airways,Taïwan,Asia,1997.8181818181815,0,0,2,22,0.0,0.0,0.0
Oklahoma State University Aviation,Porto Rico,North America,1978.076923076923,0,0,2,26,0.0,0.0,0.0
Omni Air Transport,Porto Rico,North America,1990.75,0,0,4,8,0.0,0.0,0.0
Omni Taxi Aereo,Brésil,South America,1999.4415584415583,0,7,8,77,0.0,9.090909090909092,0.0
One Air,Territoire britannique de l'océan Indien,Asia,2002.3529411764705,0,1,6,17,0.0,5.88235294117647,0.0
Ornge Air,Canada,North America,1997.0,0,0,2,20,0.0,0.0,0.0
PACC Air,Porto Rico,North America,1965.4,0,0,2,5,0.0,0.0,0.0
PDG Aviation Services,Territoire britannique de l'océan Indien,Asia,1978.368421052632,0,0,4,19,0.0,0.0,0.0
PHI,Îles Cocos,Oceania,1991.0344827586207,0,0,8,145,0.0,0.0,0.0
PLAY,Islande,Europe,2014.2857142857144,1,7,2,7,14.285714285714285,100.0,0.1428571428571428
Pacific Coast Jet,Porto Rico,North America,2000.5,0,0,8,10,0.0,0.0,0.0
Pacific Coastal Airlines,Canada,North America,1980.7619047619048,0,0,3,21,0.0,0.0,0.0
Pakistan International Airlines,Pakistan,Asia,1995.111111111111,0,0,3,9,0.0,0.0,0.0
Panorama Aviation,Canada,North America,1989.0,0,0,2,9,0.0,0.0,0.0
Pars Air,Iran,Asia,1989.6,0,0,2,5,0.0,0.0,0.0
Pascan Aviation,Canada,North America,1983.0,0,0,1,9,0.0,0.0,0.0
Patria Pilot Training,Finlande,Europe,1997.4166666666667,0,0,2,12,0.0,0.0,0.0
Peach,Japon,Asia,2014.3,3,20,2,20,15.0,100.0,0.15
Pegasus,Turquie,Europe,2013.7521367521367,62,108,3,117,52.991452991453,92.3076923076923,0.5299145299145299
Pegasus Elite Aviation,Porto Rico,North America,1984.7142857142856,0,0,4,7,0.0,0.0,0.0
Peru - Air Force,France,Europe,1968.782608695652,0,0,6,23,0.0,0.0,0.0
Petroleum Air Services,Égypte,Africa,1999.0,0,0,3,11,0.0,0.0,0.0
Petropavlovsk-Kamchatsky Air,Russie,Europe,1967.0,0,0,2,6,0.0,0.0,0.0
Phoenix Air,Porto Rico,North America,1977.3636363636365,0,0,5,22,0.0,0.0,0.0
Phoenix East Aviation,Porto Rico,North America,1957.923076923077,0,0,3,65,0.0,0.0,0.0
Pilatus Flugzeugwerke,Suisse,Europe,1998.625668449198,0,0,4,187,0.0,0.0,0.0
Pilot Flight Academy,Svalbard et ile Jan Mayen,Europe,1999.058823529412,0,0,2,17,0.0,0.0,0.0
PlaneSense,Porto Rico,North America,1995.4057971014493,0,0,2,69,0.0,0.0,0.0
Planemaster Services,Porto Rico,North America,1982.0,0,0,2,11,0.0,0.0,0.0
Platoon Aviation,Allemagne,Europe,2007.0,0,0,1,8,0.0,0.0,0.0
Plus Ultra,Espagne,Europe,1987.0,0,0,1,5,0.0,0.0,0.0
Pobeda,Russie,Europe,1997.0,0,0,1,42,0.0,0.0,0.0
Polish Medical Air Rescue,Pologne,Europe,1995.1935483870968,0,0,3,31,0.0,0.0,0.0
Pouya Air,Iran,Asia,1988.5,0,0,3,8,0.0,0.0,0.0
Precision Aircraft Management,Porto Rico,North America,1995.857142857143,0,0,5,7,0.0,0.0,0.0
Presidential Aviation,Porto Rico,North America,1991.8333333333333,0,0,5,6,0.0,0.0,0.0
Priester Aviation,Porto Rico,North America,1995.0,0,0,4,6,0.0,0.0,0.0
Private Jet Center,Porto Rico,North America,1996.0,0,0,1,6,0.0,0.0,0.0
Private Jets,Porto Rico,North America,2000.3333333333333,0,0,3,6,0.0,0.0,0.0
Private Wings,Allemagne,Europe,1990.1,0,0,2,10,0.0,0.0,0.0
Privilege Style,Espagne,Europe,1992.2,0,0,3,5,0.0,0.0,0.0
ProAir Aviation,Allemagne,Europe,1997.6666666666667,0,0,3,6,0.0,0.0,0.0
Proflight Zambia,Zambie,Africa,1991.0,0,0,2,9,0.0,0.0,0.0
Propair,Canada,North America,1982.0,0,0,1,5,0.0,0.0,0.0
Qantas,Îles Cocos,Oceania,1995.15,1,1,4,100,1.0,1.0,0.01
QantasLink,Îles Cocos,Oceania,1999.107142857143,7,7,4,56,12.5,12.5,0.125
Qatar Airways,Qatar,Asia,2004.5337423312883,33,67,6,163,20.245398773006134,41.104294478527606,0.2024539877300613
Qatar Executive,Qatar,Asia,2014.4444444444443,7,7,2,9,77.77777777777779,77.77777777777779,0.7777777777777779
Qeshm Airlines,Iran,Asia,1989.2307692307693,0,0,3,13,0.0,0.0,0.0
QinetiQ / Empire Test Pilots School,Territoire britannique de l'océan Indien,Asia,1985.5384615384612,0,0,8,13,0.0,0.0,0.0
Qingdao Airlines,Taïwan,Asia,2014.1666666666667,2,24,2,24,8.333333333333332,100.0,0.0833333333333333
Quality Fly,Espagne,Europe,2009.0,0,0,1,10,0.0,0.0,0.0
Quest Diagnostics,Porto Rico,North America,1993.5263157894735,0,0,2,19,0.0,0.0,0.0
REACH Air Medical Services,Porto Rico,North America,1988.2592592592596,0,0,3,27,0.0,0.0,0.0
REGA Swiss Air-Rescue,Suisse,Europe,1984.5217391304348,0,0,3,23,0.0,0.0,0.0
Rainier Flight Service,Porto Rico,North America,1955.0,0,0,1,10,0.0,0.0,0.0
Rano Air,Nigeria,Africa,1995.0,0,0,1,5,0.0,0.0,0.0
Ravenair,Territoire britannique de l'océan Indien,Asia,1976.8666666666663,0,0,3,15,0.0,0.0,0.0
Raya Airways,Malaisie,Asia,1984.4285714285716,0,0,2,7,0.0,0.0,0.0
